id_peixe,levantamento,comprimento_cm,idade_anos,tem_idade_atribuida,classe_comprimento
1,KAH8810,11,1,TRUE,comprimento_Q1
2,KAH8810,11,1,TRUE,comprimento_Q1
3,KAH8810,11,1,TRUE,comprimento_Q1
4,KAH8810,11,1,TRUE,comprimento_Q1
5,KAH8810,11,1,TRUE,comprimento_Q1
6,KAH8810,11,1,TRUE,comprimento_Q1
7,KAH8810,11,1,TRUE,comprimento_Q1
8,KAH8810,11,1,TRUE,comprimento_Q1
9,KAH8810,11,1,TRUE,comprimento_Q1
10,KAH8810,11,1,TRUE,comprimento_Q1
11,KAH8810,11,1,TRUE,comprimento_Q1
12,KAH8810,11,1,TRUE,comprimento_Q1
13,KAH8810,11,1,TRUE,comprimento_Q1
14,KAH8810,11,1,TRUE,comprimento_Q1
15,KAH8810,11,1,TRUE,comprimento_Q1
16,KAH8810,11,1,TRUE,comprimento_Q1
17,KAH8810,11,1,TRUE,comprimento_Q1
18,KAH8810,11,2,TRUE,comprimento_Q1
19,KAH8810,12,1,TRUE,comprimento_Q1
20,KAH8810,12,1,TRUE,comprimento_Q1
21,KAH8810,12,1,TRUE,comprimento_Q1
22,KAH8810,12,1,TRUE,comprimento_Q1
23,KAH8810,12,1,TRUE,comprimento_Q1
24,KAH8810,12,1,TRUE,comprimento_Q1
25,KAH8810,12,1,TRUE,comprimento_Q1
26,KAH8810,12,1,TRUE,comprimento_Q1
27,KAH8810,12,1,TRUE,comprimento_Q1
28,KAH8810,12,1,TRUE,comprimento_Q1
29,KAH8810,12,1,TRUE,comprimento_Q1
30,KAH8810,12,1,TRUE,comprimento_Q1
31,KAH8810,12,1,TRUE,comprimento_Q1
32,KAH8810,12,1,TRUE,comprimento_Q1
33,KAH8810,12,2,TRUE,comprimento_Q1
34,KAH8810,13,1,TRUE,comprimento_Q1
35,KAH8810,13,1,TRUE,comprimento_Q1
36,KAH8810,13,1,TRUE,comprimento_Q1
37,KAH8810,13,1,TRUE,comprimento_Q1
38,KAH8810,13,1,TRUE,comprimento_Q1
39,KAH8810,13,1,TRUE,comprimento_Q1
40,KAH8810,13,1,TRUE,comprimento_Q1
41,KAH8810,13,1,TRUE,comprimento_Q1
42,KAH8810,13,1,TRUE,comprimento_Q1
43,KAH8810,13,2,TRUE,comprimento_Q1
44,KAH8810,13,2,TRUE,comprimento_Q1
45,KAH8810,13,2,TRUE,comprimento_Q1
46,KAH8810,13,2,TRUE,comprimento_Q1
47,KAH8810,13,2,TRUE,comprimento_Q1
48,KAH8810,13,2,TRUE,comprimento_Q1
49,KAH8810,14,2,TRUE,comprimento_Q1
50,KAH8810,14,2,TRUE,comprimento_Q1
51,KAH8810,14,2,TRUE,comprimento_Q1
52,KAH8810,14,2,TRUE,comprimento_Q1
53,KAH8810,14,2,TRUE,comprimento_Q1
54,KAH8810,14,2,TRUE,comprimento_Q1
55,KAH8810,14,2,TRUE,comprimento_Q1
56,KAH8810,14,2,TRUE,comprimento_Q1
57,KAH8810,14,2,TRUE,comprimento_Q1
58,KAH8810,14,2,TRUE,comprimento_Q1
59,KAH8810,14,2,TRUE,comprimento_Q1
60,KAH8810,14,2,TRUE,comprimento_Q1
61,KAH8810,14,2,TRUE,comprimento_Q1
62,KAH8810,14,2,TRUE,comprimento_Q1
63,KAH8810,14,3,TRUE,comprimento_Q1
64,KAH8810,15,2,TRUE,comprimento_Q1
65,KAH8810,15,2,TRUE,comprimento_Q1
66,KAH8810,15,2,TRUE,comprimento_Q1
67,KAH8810,15,2,TRUE,comprimento_Q1
68,KAH8810,15,2,TRUE,comprimento_Q1
69,KAH8810,15,2,TRUE,comprimento_Q1
70,KAH8810,15,2,TRUE,comprimento_Q1
71,KAH8810,15,2,TRUE,comprimento_Q1
72,KAH8810,15,2,TRUE,comprimento_Q1
73,KAH8810,15,2,TRUE,comprimento_Q1
74,KAH8810,15,2,TRUE,comprimento_Q1
75,KAH8810,15,2,TRUE,comprimento_Q1
76,KAH8810,15,3,TRUE,comprimento_Q1
77,KAH8810,15,3,TRUE,comprimento_Q1
78,KAH8810,16,2,TRUE,comprimento_Q1
79,KAH8810,16,2,TRUE,comprimento_Q1
80,KAH8810,16,2,TRUE,comprimento_Q1
81,KAH8810,16,2,TRUE,comprimento_Q1
82,KAH8810,16,2,TRUE,comprimento_Q1
83,KAH8810,16,2,TRUE,comprimento_Q1
84,KAH8810,16,2,TRUE,comprimento_Q1
85,KAH8810,16,2,TRUE,comprimento_Q1
86,KAH8810,16,2,TRUE,comprimento_Q1
87,KAH8810,16,2,TRUE,comprimento_Q1
88,KAH8810,16,2,TRUE,comprimento_Q1
89,KAH8810,16,2,TRUE,comprimento_Q1
90,KAH8810,16,2,TRUE,comprimento_Q1
91,KAH8810,16,3,TRUE,comprimento_Q1
92,KAH8810,16,3,TRUE,comprimento_Q1
93,KAH8810,17,2,TRUE,comprimento_Q1
94,KAH8810,17,2,TRUE,comprimento_Q1
95,KAH8810,17,2,TRUE,comprimento_Q1
96,KAH8810,17,2,TRUE,comprimento_Q1
97,KAH8810,17,2,TRUE,comprimento_Q1
98,KAH8810,17,2,TRUE,comprimento_Q1
99,KAH8810,17,2,TRUE,comprimento_Q1
100,KAH8810,17,2,TRUE,comprimento_Q1
101,KAH8810,17,2,TRUE,comprimento_Q1
102,KAH8810,17,2,TRUE,comprimento_Q1
103,KAH8810,17,2,TRUE,comprimento_Q1
104,KAH8810,17,2,TRUE,comprimento_Q1
105,KAH8810,17,3,TRUE,comprimento_Q1
106,KAH8810,17,3,TRUE,comprimento_Q1
107,KAH8810,17,3,TRUE,comprimento_Q1
108,KAH8810,18,2,TRUE,comprimento_Q2
109,KAH8810,18,2,TRUE,comprimento_Q2
110,KAH8810,18,2,TRUE,comprimento_Q2
111,KAH8810,18,2,TRUE,comprimento_Q2
112,KAH8810,18,2,TRUE,comprimento_Q2
113,KAH8810,18,2,TRUE,comprimento_Q2
114,KAH8810,18,2,TRUE,comprimento_Q2
115,KAH8810,18,2,TRUE,comprimento_Q2
116,KAH8810,18,3,TRUE,comprimento_Q2
117,KAH8810,18,3,TRUE,comprimento_Q2
118,KAH8810,18,3,TRUE,comprimento_Q2
119,KAH8810,18,3,TRUE,comprimento_Q2
120,KAH8810,18,3,TRUE,comprimento_Q2
121,KAH8810,18,3,TRUE,comprimento_Q2
122,KAH8810,18,3,TRUE,comprimento_Q2
123,KAH8810,19,2,TRUE,comprimento_Q2
124,KAH8810,19,2,TRUE,comprimento_Q2
125,KAH8810,19,2,TRUE,comprimento_Q2
126,KAH8810,19,2,TRUE,comprimento_Q2
127,KAH8810,19,3,TRUE,comprimento_Q2
128,KAH8810,19,3,TRUE,comprimento_Q2
129,KAH8810,19,3,TRUE,comprimento_Q2
130,KAH8810,19,3,TRUE,comprimento_Q2
131,KAH8810,19,3,TRUE,comprimento_Q2
132,KAH8810,19,3,TRUE,comprimento_Q2
133,KAH8810,19,3,TRUE,comprimento_Q2
134,KAH8810,19,3,TRUE,comprimento_Q2
135,KAH8810,19,3,TRUE,comprimento_Q2
136,KAH8810,19,3,TRUE,comprimento_Q2
137,KAH8810,19,4,TRUE,comprimento_Q2
138,KAH8810,20,2,TRUE,comprimento_Q2
139,KAH8810,20,3,TRUE,comprimento_Q2
140,KAH8810,20,3,TRUE,comprimento_Q2
141,KAH8810,20,3,TRUE,comprimento_Q2
142,KAH8810,20,3,TRUE,comprimento_Q2
143,KAH8810,20,3,TRUE,comprimento_Q2
144,KAH8810,20,3,TRUE,comprimento_Q2
145,KAH8810,20,3,TRUE,comprimento_Q2
146,KAH8810,20,3,TRUE,comprimento_Q2
147,KAH8810,20,3,TRUE,comprimento_Q2
148,KAH8810,20,3,TRUE,comprimento_Q2
149,KAH8810,20,3,TRUE,comprimento_Q2
150,KAH8810,20,3,TRUE,comprimento_Q2
151,KAH8810,20,3,TRUE,comprimento_Q2
152,KAH8810,20,3,TRUE,comprimento_Q2
153,KAH8810,20,3,TRUE,comprimento_Q2
154,KAH8810,20,3,TRUE,comprimento_Q2
155,KAH8810,20,3,TRUE,comprimento_Q2
156,KAH8810,20,3,TRUE,comprimento_Q2
157,KAH8810,20,4,TRUE,comprimento_Q2
158,KAH8810,21,3,TRUE,comprimento_Q2
159,KAH8810,21,3,TRUE,comprimento_Q2
160,KAH8810,21,3,TRUE,comprimento_Q2
161,KAH8810,21,3,TRUE,comprimento_Q2
162,KAH8810,21,3,TRUE,comprimento_Q2
163,KAH8810,21,3,TRUE,comprimento_Q2
164,KAH8810,21,3,TRUE,comprimento_Q2
165,KAH8810,21,3,TRUE,comprimento_Q2
166,KAH8810,21,3,TRUE,comprimento_Q2
167,KAH8810,21,3,TRUE,comprimento_Q2
168,KAH8810,21,3,TRUE,comprimento_Q2
169,KAH8810,21,3,TRUE,comprimento_Q2
170,KAH8810,21,3,TRUE,comprimento_Q2
171,KAH8810,21,3,TRUE,comprimento_Q2
172,KAH8810,21,4,TRUE,comprimento_Q2
173,KAH8810,21,4,TRUE,comprimento_Q2
174,KAH8810,21,4,TRUE,comprimento_Q2
175,KAH8810,21,4,TRUE,comprimento_Q2
176,KAH8810,21,4,TRUE,comprimento_Q2
177,KAH8810,21,4,TRUE,comprimento_Q2
178,KAH8810,22,3,TRUE,comprimento_Q2
179,KAH8810,22,3,TRUE,comprimento_Q2
180,KAH8810,22,3,TRUE,comprimento_Q2
181,KAH8810,22,3,TRUE,comprimento_Q2
182,KAH8810,22,3,TRUE,comprimento_Q2
183,KAH8810,22,3,TRUE,comprimento_Q2
184,KAH8810,22,3,TRUE,comprimento_Q2
185,KAH8810,22,4,TRUE,comprimento_Q2
186,KAH8810,22,4,TRUE,comprimento_Q2
187,KAH8810,22,4,TRUE,comprimento_Q2
188,KAH8810,22,4,TRUE,comprimento_Q2
189,KAH8810,22,4,TRUE,comprimento_Q2
190,KAH8810,22,4,TRUE,comprimento_Q2
191,KAH8810,22,4,TRUE,comprimento_Q2
192,KAH8810,22,4,TRUE,comprimento_Q2
193,KAH8810,22,4,TRUE,comprimento_Q2
194,KAH8810,22,4,TRUE,comprimento_Q2
195,KAH8810,22,4,TRUE,comprimento_Q2
196,KAH8810,22,4,TRUE,comprimento_Q2
197,KAH8810,22,5,TRUE,comprimento_Q2
198,KAH8810,23,3,TRUE,comprimento_Q2
199,KAH8810,23,3,TRUE,comprimento_Q2
200,KAH8810,23,3,TRUE,comprimento_Q2
201,KAH8810,23,3,TRUE,comprimento_Q2
202,KAH8810,23,4,TRUE,comprimento_Q2
203,KAH8810,23,4,TRUE,comprimento_Q2
204,KAH8810,23,4,TRUE,comprimento_Q2
205,KAH8810,23,4,TRUE,comprimento_Q2
206,KAH8810,23,4,TRUE,comprimento_Q2
207,KAH8810,23,4,TRUE,comprimento_Q2
208,KAH8810,23,4,TRUE,comprimento_Q2
209,KAH8810,23,4,TRUE,comprimento_Q2
210,KAH8810,23,4,TRUE,comprimento_Q2
211,KAH8810,23,4,TRUE,comprimento_Q2
212,KAH8810,23,4,TRUE,comprimento_Q2
213,KAH8810,23,4,TRUE,comprimento_Q2
214,KAH8810,23,4,TRUE,comprimento_Q2
215,KAH8810,23,4,TRUE,comprimento_Q2
216,KAH8810,23,5,TRUE,comprimento_Q2
217,KAH8810,24,3,TRUE,comprimento_Q3
218,KAH8810,24,4,TRUE,comprimento_Q3
219,KAH8810,24,4,TRUE,comprimento_Q3
220,KAH8810,24,4,TRUE,comprimento_Q3
221,KAH8810,24,4,TRUE,comprimento_Q3
222,KAH8810,24,4,TRUE,comprimento_Q3
223,KAH8810,24,4,TRUE,comprimento_Q3
224,KAH8810,24,4,TRUE,comprimento_Q3
225,KAH8810,24,4,TRUE,comprimento_Q3
226,KAH8810,24,4,TRUE,comprimento_Q3
227,KAH8810,24,4,TRUE,comprimento_Q3
228,KAH8810,24,4,TRUE,comprimento_Q3
229,KAH8810,24,4,TRUE,comprimento_Q3
230,KAH8810,24,4,TRUE,comprimento_Q3
231,KAH8810,24,4,TRUE,comprimento_Q3
232,KAH8810,24,4,TRUE,comprimento_Q3
233,KAH8810,24,4,TRUE,comprimento_Q3
234,KAH8810,24,5,TRUE,comprimento_Q3
235,KAH8810,24,5,TRUE,comprimento_Q3
236,KAH8810,24,5,TRUE,comprimento_Q3
237,KAH8810,25,4,TRUE,comprimento_Q3
238,KAH8810,25,4,TRUE,comprimento_Q3
239,KAH8810,25,4,TRUE,comprimento_Q3
240,KAH8810,25,4,TRUE,comprimento_Q3
241,KAH8810,25,4,TRUE,comprimento_Q3
242,KAH8810,25,4,TRUE,comprimento_Q3
243,KAH8810,25,4,TRUE,comprimento_Q3
244,KAH8810,25,4,TRUE,comprimento_Q3
245,KAH8810,25,4,TRUE,comprimento_Q3
246,KAH8810,25,4,TRUE,comprimento_Q3
247,KAH8810,25,4,TRUE,comprimento_Q3
248,KAH8810,25,4,TRUE,comprimento_Q3
249,KAH8810,25,4,TRUE,comprimento_Q3
250,KAH8810,25,4,TRUE,comprimento_Q3
251,KAH8810,25,5,TRUE,comprimento_Q3
252,KAH8810,25,5,TRUE,comprimento_Q3
253,KAH8810,25,5,TRUE,comprimento_Q3
254,KAH8810,25,5,TRUE,comprimento_Q3
255,KAH8810,25,5,TRUE,comprimento_Q3
256,KAH8810,25,5,TRUE,comprimento_Q3
257,KAH8810,25,5,TRUE,comprimento_Q3
258,KAH8810,25,5,TRUE,comprimento_Q3
259,KAH8810,25,5,TRUE,comprimento_Q3
260,KAH8810,26,4,TRUE,comprimento_Q3
261,KAH8810,26,4,TRUE,comprimento_Q3
262,KAH8810,26,4,TRUE,comprimento_Q3
263,KAH8810,26,4,TRUE,comprimento_Q3
264,KAH8810,26,4,TRUE,comprimento_Q3
265,KAH8810,26,4,TRUE,comprimento_Q3
266,KAH8810,26,4,TRUE,comprimento_Q3
267,KAH8810,26,4,TRUE,comprimento_Q3
268,KAH8810,26,4,TRUE,comprimento_Q3
269,KAH8810,26,4,TRUE,comprimento_Q3
270,KAH8810,26,4,TRUE,comprimento_Q3
271,KAH8810,26,4,TRUE,comprimento_Q3
272,KAH8810,26,4,TRUE,comprimento_Q3
273,KAH8810,26,5,TRUE,comprimento_Q3
274,KAH8810,26,5,TRUE,comprimento_Q3
275,KAH8810,26,5,TRUE,comprimento_Q3
276,KAH8810,26,5,TRUE,comprimento_Q3
277,KAH8810,26,5,TRUE,comprimento_Q3
278,KAH8810,26,5,TRUE,comprimento_Q3
279,KAH8810,26,5,TRUE,comprimento_Q3
280,KAH8810,26,5,TRUE,comprimento_Q3
281,KAH8810,26,8,TRUE,comprimento_Q3
282,KAH8810,26,9,TRUE,comprimento_Q3
283,KAH8810,27,4,TRUE,comprimento_Q3
284,KAH8810,27,4,TRUE,comprimento_Q3
285,KAH8810,27,4,TRUE,comprimento_Q3
286,KAH8810,27,4,TRUE,comprimento_Q3
287,KAH8810,27,4,TRUE,comprimento_Q3
288,KAH8810,27,4,TRUE,comprimento_Q3
289,KAH8810,27,5,TRUE,comprimento_Q3
290,KAH8810,27,5,TRUE,comprimento_Q3
291,KAH8810,27,5,TRUE,comprimento_Q3
292,KAH8810,27,5,TRUE,comprimento_Q3
293,KAH8810,27,5,TRUE,comprimento_Q3
294,KAH8810,27,5,TRUE,comprimento_Q3
295,KAH8810,27,5,TRUE,comprimento_Q3
296,KAH8810,27,5,TRUE,comprimento_Q3
297,KAH8810,27,5,TRUE,comprimento_Q3
298,KAH8810,27,5,TRUE,comprimento_Q3
299,KAH8810,27,5,TRUE,comprimento_Q3
300,KAH8810,27,5,TRUE,comprimento_Q3
301,KAH8810,27,7,TRUE,comprimento_Q3
302,KAH8810,27,9,TRUE,comprimento_Q3
303,KAH8810,28,4,TRUE,comprimento_Q3
304,KAH8810,28,4,TRUE,comprimento_Q3
305,KAH8810,28,5,TRUE,comprimento_Q3
306,KAH8810,28,5,TRUE,comprimento_Q3
307,KAH8810,28,5,TRUE,comprimento_Q3
308,KAH8810,28,5,TRUE,comprimento_Q3
309,KAH8810,28,5,TRUE,comprimento_Q3
310,KAH8810,28,5,TRUE,comprimento_Q3
311,KAH8810,28,5,TRUE,comprimento_Q3
312,KAH8810,28,5,TRUE,comprimento_Q3
313,KAH8810,28,5,TRUE,comprimento_Q3
314,KAH8810,28,5,TRUE,comprimento_Q3
315,KAH8810,28,5,TRUE,comprimento_Q3
316,KAH8810,28,5,TRUE,comprimento_Q3
317,KAH8810,28,5,TRUE,comprimento_Q3
318,KAH8810,28,5,TRUE,comprimento_Q3
319,KAH8810,28,5,TRUE,comprimento_Q3
320,KAH8810,28,7,TRUE,comprimento_Q3
321,KAH8810,28,7,TRUE,comprimento_Q3
322,KAH8810,28,7,TRUE,comprimento_Q3
323,KAH8810,28,8,TRUE,comprimento_Q3
324,KAH8810,28,8,TRUE,comprimento_Q3
325,KAH8810,28,8,TRUE,comprimento_Q3
326,KAH8810,28,8,TRUE,comprimento_Q3
327,KAH8810,29,5,TRUE,comprimento_Q4
328,KAH8810,29,5,TRUE,comprimento_Q4
329,KAH8810,29,5,TRUE,comprimento_Q4
330,KAH8810,29,5,TRUE,comprimento_Q4
331,KAH8810,29,5,TRUE,comprimento_Q4
332,KAH8810,29,5,TRUE,comprimento_Q4
333,KAH8810,29,5,TRUE,comprimento_Q4
334,KAH8810,29,5,TRUE,comprimento_Q4
335,KAH8810,29,6,TRUE,comprimento_Q4
336,KAH8810,29,6,TRUE,comprimento_Q4
337,KAH8810,29,7,TRUE,comprimento_Q4
338,KAH8810,29,7,TRUE,comprimento_Q4
339,KAH8810,29,7,TRUE,comprimento_Q4
340,KAH8810,29,8,TRUE,comprimento_Q4
341,KAH8810,29,8,TRUE,comprimento_Q4
342,KAH8810,29,8,TRUE,comprimento_Q4
343,KAH8810,29,8,TRUE,comprimento_Q4
344,KAH8810,29,8,TRUE,comprimento_Q4
345,KAH8810,29,8,TRUE,comprimento_Q4
346,KAH8810,29,9,TRUE,comprimento_Q4
347,KAH8810,30,4,TRUE,comprimento_Q4
348,KAH8810,30,5,TRUE,comprimento_Q4
349,KAH8810,30,5,TRUE,comprimento_Q4
350,KAH8810,30,5,TRUE,comprimento_Q4
351,KAH8810,30,5,TRUE,comprimento_Q4
352,KAH8810,30,5,TRUE,comprimento_Q4
353,KAH8810,30,5,TRUE,comprimento_Q4
354,KAH8810,30,5,TRUE,comprimento_Q4
355,KAH8810,30,6,TRUE,comprimento_Q4
356,KAH8810,30,6,TRUE,comprimento_Q4
357,KAH8810,30,7,TRUE,comprimento_Q4
358,KAH8810,30,8,TRUE,comprimento_Q4
359,KAH8810,30,8,TRUE,comprimento_Q4
360,KAH8810,30,8,TRUE,comprimento_Q4
361,KAH8810,30,8,TRUE,comprimento_Q4
362,KAH8810,30,8,TRUE,comprimento_Q4
363,KAH8810,30,8,TRUE,comprimento_Q4
364,KAH8810,30,8,TRUE,comprimento_Q4
365,KAH8810,30,9,TRUE,comprimento_Q4
366,KAH8810,30,10,TRUE,comprimento_Q4
367,KAH8810,31,5,TRUE,comprimento_Q4
368,KAH8810,31,5,TRUE,comprimento_Q4
369,KAH8810,31,5,TRUE,comprimento_Q4
370,KAH8810,31,5,TRUE,comprimento_Q4
371,KAH8810,31,5,TRUE,comprimento_Q4
372,KAH8810,31,5,TRUE,comprimento_Q4
373,KAH8810,31,8,TRUE,comprimento_Q4
374,KAH8810,31,8,TRUE,comprimento_Q4
375,KAH8810,31,8,TRUE,comprimento_Q4
376,KAH8810,31,8,TRUE,comprimento_Q4
377,KAH8810,31,8,TRUE,comprimento_Q4
378,KAH8810,31,8,TRUE,comprimento_Q4
379,KAH8810,31,8,TRUE,comprimento_Q4
380,KAH8810,31,8,TRUE,comprimento_Q4
381,KAH8810,31,8,TRUE,comprimento_Q4
382,KAH8810,31,8,TRUE,comprimento_Q4
383,KAH8810,31,9,TRUE,comprimento_Q4
384,KAH8810,31,9,TRUE,comprimento_Q4
385,KAH8810,31,9,TRUE,comprimento_Q4
386,KAH8810,31,10,TRUE,comprimento_Q4
387,KAH8810,32,5,TRUE,comprimento_Q4
388,KAH8810,32,5,TRUE,comprimento_Q4
389,KAH8810,32,5,TRUE,comprimento_Q4
390,KAH8810,32,5,TRUE,comprimento_Q4
391,KAH8810,32,5,TRUE,comprimento_Q4
392,KAH8810,32,6,TRUE,comprimento_Q4
393,KAH8810,32,6,TRUE,comprimento_Q4
394,KAH8810,32,8,TRUE,comprimento_Q4
395,KAH8810,32,8,TRUE,comprimento_Q4
396,KAH8810,32,8,TRUE,comprimento_Q4
397,KAH8810,32,8,TRUE,comprimento_Q4
398,KAH8810,32,8,TRUE,comprimento_Q4
399,KAH8810,32,8,TRUE,comprimento_Q4
400,KAH8810,32,8,TRUE,comprimento_Q4
401,KAH8810,32,8,TRUE,comprimento_Q4
402,KAH8810,32,8,TRUE,comprimento_Q4
403,KAH8810,32,9,TRUE,comprimento_Q4
404,KAH8810,32,9,TRUE,comprimento_Q4
405,KAH8810,32,9,TRUE,comprimento_Q4
406,KAH8810,32,10,TRUE,comprimento_Q4
407,KAH8810,33,5,TRUE,comprimento_Q4
408,KAH8810,33,5,TRUE,comprimento_Q4
409,KAH8810,33,7,TRUE,comprimento_Q4
410,KAH8810,33,7,TRUE,comprimento_Q4
411,KAH8810,33,8,TRUE,comprimento_Q4
412,KAH8810,33,8,TRUE,comprimento_Q4
413,KAH8810,33,8,TRUE,comprimento_Q4
414,KAH8810,33,8,TRUE,comprimento_Q4
415,KAH8810,33,8,TRUE,comprimento_Q4
416,KAH8810,33,8,TRUE,comprimento_Q4
417,KAH8810,33,8,TRUE,comprimento_Q4
418,KAH8810,33,8,TRUE,comprimento_Q4
419,KAH8810,33,8,TRUE,comprimento_Q4
420,KAH8810,33,8,TRUE,comprimento_Q4
421,KAH8810,33,8,TRUE,comprimento_Q4
422,KAH8810,33,9,TRUE,comprimento_Q4
423,KAH8810,33,9,TRUE,comprimento_Q4
424,KAH8810,33,9,TRUE,comprimento_Q4
425,KAH8810,33,9,TRUE,comprimento_Q4
426,KAH8810,33,10,TRUE,comprimento_Q4
427,KAH8810,33,13,TRUE,comprimento_Q4
428,KAH8810,34,5,TRUE,comprimento_Q4
429,KAH8810,34,6,TRUE,comprimento_Q4
430,KAH8810,34,7,TRUE,comprimento_Q4
431,KAH8810,34,7,TRUE,comprimento_Q4
432,KAH8810,34,7,TRUE,comprimento_Q4
433,KAH8810,34,8,TRUE,comprimento_Q4
434,KAH8810,34,8,TRUE,comprimento_Q4
435,KAH8810,34,8,TRUE,comprimento_Q4
436,KAH8810,34,8,TRUE,comprimento_Q4
437,KAH8810,34,8,TRUE,comprimento_Q4
438,KAH8810,34,8,TRUE,comprimento_Q4
439,KAH8810,34,8,TRUE,comprimento_Q4
440,KAH8810,34,9,TRUE,comprimento_Q4
441,KAH8810,34,9,TRUE,comprimento_Q4
442,KAH8810,34,9,TRUE,comprimento_Q4
443,KAH8810,34,9,TRUE,comprimento_Q4
444,KAH8810,34,9,TRUE,comprimento_Q4
445,KAH8810,34,10,TRUE,comprimento_Q4
446,KAH8810,34,10,TRUE,comprimento_Q4
447,KAH8810,34,11,TRUE,comprimento_Q4
448,KAH8810,34,11,TRUE,comprimento_Q4
449,KAH8810,35,7,TRUE,comprimento_Q4
450,KAH8810,35,7,TRUE,comprimento_Q4
451,KAH8810,35,7,TRUE,comprimento_Q4
452,KAH8810,35,8,TRUE,comprimento_Q4
453,KAH8810,35,8,TRUE,comprimento_Q4
